PX409-USBH - 535766,
Units:,psi
Custom Scalar:,none
Custom Offset:,none
Start:,2022-07-18 01:32:33.464
End:,2022-07-18 01:34:10.996
Count:,998
Low:,-0.00505375862121582
High:,17.1964225769043

Time,Value
2022-07-18 01:33:06.823 PM,1.97639274597168
2022-07-18 01:33:06.921 PM,2.49484944343567
2022-07-18 01:33:07.018 PM,2.97500538825989
2022-07-18 01:33:07.116 PM,3.36313700675964
2022-07-18 01:33:07.214 PM,3.46351361274719
2022-07-18 01:33:07.312 PM,3.11963057518005
2022-07-18 01:33:07.410 PM,2.55222821235657
2022-07-18 01:33:07.508 PM,1.84442639350891
2022-07-18 01:33:07.605 PM,1.28401160240173
2022-07-18 01:33:07.703 PM,1.02680635452271
2022-07-18 01:33:07.801 PM,0.889656186103821
2022-07-18 01:33:07.899 PM,0.826622366905212
2022-07-18 01:33:07.997 PM,0.847714900970459
2022-07-18 01:33:08.095 PM,1.01751136779785
2022-07-18 01:33:08.192 PM,1.38775181770325
2022-07-18 01:33:08.290 PM,1.91704773902893
2022-07-18 01:33:08.388 PM,2.53290724754334
2022-07-18 01:33:08.486 PM,3.12860035896301
2022-07-18 01:33:08.584 PM,3.63664126396179
2022-07-18 01:33:08.681 PM,3.93125414848328
2022-07-18 01:33:08.779 PM,3.74891257286072
2022-07-18 01:33:08.877 PM,3.16706442832947
2022-07-18 01:33:08.975 PM,2.39101195335388
2022-07-18 01:33:09.073 PM,1.61762475967407
2022-07-18 01:33:09.171 PM,1.16797018051147
2022-07-18 01:33:09.268 PM,1.00608766078949
2022-07-18 01:33:09.366 PM,0.946449995040894
2022-07-18 01:33:09.464 PM,1.0024801492691
2022-07-18 01:33:09.562 PM,1.28219175338745
2022-07-18 01:33:09.660 PM,1.73356866836548
2022-07-18 01:33:09.758 PM,2.32063317298889
2022-07-18 01:33:09.855 PM,3.00822043418884
2022-07-18 01:33:09.953 PM,3.6512176990509
2022-07-18 01:33:10.051 PM,4.24866580963135
2022-07-18 01:33:10.149 PM,4.72661066055298
2022-07-18 01:33:10.247 PM,4.95861291885376
2022-07-18 01:33:10.345 PM,4.60562944412231
2022-07-18 01:33:10.442 PM,3.71829771995544
2022-07-18 01:33:10.540 PM,2.76395010948181
2022-07-18 01:33:10.638 PM,1.82601499557495
2022-07-18 01:33:10.736 PM,1.27536678314209
2022-07-18 01:33:10.834 PM,1.11753010749817
2022-07-18 01:33:10.931 PM,0.998433828353882
2022-07-18 01:33:11.029 PM,0.977471351623535
2022-07-18 01:33:11.127 PM,1.1624128818512
2022-07-18 01:33:11.225 PM,1.54940700531006
2022-07-18 01:33:11.323 PM,2.07602167129517
2022-07-18 01:33:11.421 PM,2.69059729576111
2022-07-18 01:33:11.518 PM,3.25055718421936
2022-07-18 01:33:11.616 PM,3.72569155693054
2022-07-18 01:33:11.714 PM,4.17804288864136
2022-07-18 01:33:11.812 PM,4.60982179641724
2022-07-18 01:33:11.910 PM,5.0238242149353
2022-07-18 01:33:12.008 PM,4.83847665786743
2022-07-18 01:33:12.105 PM,4.08293151855469
2022-07-18 01:33:12.203 PM,3.13737559318542
2022-07-18 01:33:12.301 PM,2.01542520523071
2022-07-18 01:33:12.399 PM,1.36030554771423
2022-07-18 01:33:12.497 PM,1.13345527648926
2022-07-18 01:33:12.594 PM,0.966762542724609
2022-07-18 01:33:12.692 PM,0.879857420921326
2022-07-18 01:33:12.790 PM,0.830473661422729
2022-07-18 01:33:12.888 PM,0.850818634033203
2022-07-18 01:33:12.986 PM,1.18400907516479
2022-07-18 01:33:13.084 PM,1.77752494812012
2022-07-18 01:33:13.181 PM,2.54678463935852
2022-07-18 01:33:13.279 PM,3.39043736457825
2022-07-18 01:33:13.377 PM,4.03832530975342
2022-07-18 01:33:13.475 PM,4.55371046066284
2022-07-18 01:33:13.573 PM,5.20899343490601
2022-07-18 01:33:13.671 PM,5.41190671920776
2022-07-18 01:33:13.768 PM,4.80205965042114
2022-07-18 01:33:13.866 PM,3.91427302360535
2022-07-18 01:33:13.964 PM,2.63632225990295
2022-07-18 01:33:14.062 PM,1.63065719604492
2022-07-18 01:33:14.160 PM,1.31607294082642
2022-07-18 01:33:14.258 PM,1.1460976600647
2022-07-18 01:33:14.355 PM,1.04255270957947
2022-07-18 01:33:14.453 PM,1.00577890872955
2022-07-18 01:33:14.551 PM,1.06640768051147
2022-07-18 01:33:14.649 PM,1.38346195220947
2022-07-18 01:33:14.747 PM,1.93274521827698
2022-07-18 01:33:14.844 PM,2.63209748268127
2022-07-18 01:33:14.942 PM,3.4834520816803
2022-07-18 01:33:15.040 PM,4.22984838485718
2022-07-18 01:33:15.138 PM,4.93392896652222
2022-07-18 01:33:15.236 PM,5.44476461410522
2022-07-18 01:33:15.334 PM,5.05591821670532
2022-07-18 01:33:15.431 PM,4.26798677444458
2022-07-18 01:33:15.529 PM,3.18235564231873
2022-07-18 01:33:15.627 PM,2.04972910881042
2022-07-18 01:33:15.725 PM,1.54259824752808
2022-07-18 01:33:15.823 PM,1.26802158355713
2022-07-18 01:33:15.921 PM,1.07791268825531
2022-07-18 01:33:16.018 PM,0.960262537002563
2022-07-18 01:33:16.116 PM,0.919605016708374
2022-07-18 01:33:16.214 PM,1.05995643138885
2022-07-18 01:33:16.312 PM,1.51554203033447
2022-07-18 01:33:16.410 PM,2.20611929893494
2022-07-18 01:33:16.508 PM,3.07296061515808
2022-07-18 01:33:16.605 PM,3.91760420799255
2022-07-18 01:33:16.703 PM,4.56945753097534
2022-07-18 01:33:16.801 PM,5.20840787887573
2022-07-18 01:33:16.899 PM,5.47429132461548
2022-07-18 01:33:16.997 PM,4.97060537338257
2022-07-18 01:33:17.094 PM,4.12895154953003
2022-07-18 01:33:17.192 PM,2.96611666679382
2022-07-18 01:33:17.290 PM,1.89759635925293
2022-07-18 01:33:17.388 PM,1.41870808601379
2022-07-18 01:33:17.486 PM,1.16106414794922
